Zip,Payment_Sum,Payment_Count,Payment_Mean,Year
77345,368.43,19,19.39,2013
77346,7453.29,154,48.4,2013
77347,164.52,9,18.28,2013
77351,9901.08,244,40.58,2013
77354,3453.04,188,18.37,2013
77355,313.07,15,20.87,2013
77356,77747.08,192,404.93,2013
77357,286.72,9,31.86,2013
77360,114.6,13,8.82,2013
77362,266.32,6,44.39,2013
77365,1806.16,91,19.85,2013
77371,25.23,2,12.62,2013
77372,201.76,5,40.35,2013
77373,344.56,16,21.53,2013
77375,93717.13,1434,65.35,2013
77377,1747.03,64,27.3,2013
77378,105.09,1,105.09,2013
77379,65553.88,465,140.98,2013
77380,208473.21,3014,69.17,2013
77381,31929.39,606,52.69,2013
77382,15895.7,314,50.62,2013
77383,9.24,1,9.24,2013
77384,56333.96,908,62.04,2013
77385,4426.74,54,81.98,2013
77386,6108.29,224,27.27,2013
77387,65.58,4,16.4,2013
77388,2126.64,37,57.48,2013
77389,523.79,37,14.16,2013
77391,71.37,1,71.37,2013
77393,1043.22,12,86.94,2013
77396,327.63,12,27.3,2013
77399,31.66,2,15.83,2013
77401,542408.8,1815,298.85,2013
77402,322.26,23,14.01,2013
77404,63.48,4,15.87,2013
77405,188.01,4,47.0,2013
77406,1773.33,47,37.73,2013
77407,3388.06,30,112.94,2013
77410,87.46,5,17.49,2013
77411,12.51,1,12.51,2013
77413,15.04,1,15.04,2013
77414,16580.3,154,107.66,2013
77418,645.09,32,20.16,2013
77422,10.61,1,10.61,2013
77423,10.56,1,10.56,2013
77429,55831.8,966,57.8,2013
77433,7664.11,155,49.45,2013
77434,181.51,7,25.93,2013
77435,52.41,2,26.2,2013
77437,1237.59,47,26.33,2013
77441,181.8,7,25.97,2013
77445,205.04,11,18.64,2013
77449,1790.81,70,25.58,2013
77450,62463.78,1667,37.47,2013
77459,42240.36,288,146.67,2013
77461,947.46,25,37.9,2013
77462,167.93,12,13.99,2013
77465,2208.03,7,315.43,2013
77469,68594.63,485,141.43,2013
77471,4781.59,159,30.07,2013
77473,71.17,1,71.17,2013
77474,428.26,16,26.77,2013
77477,1477.29,27,54.71,2013
77478,151165.42,2067,73.13,2013
77479,296113.72,3096,95.64,2013
77480,48.24,3,16.08,2013
77484,457.45,18,25.41,2013
77486,837.35,11,76.12,2013
77487,82.89,7,11.84,2013
77488,12063.85,181,66.65,2013
77489,173.83,4,43.46,2013
77492,47.65,3,15.88,2013
77493,26678.67,438,60.91,2013
77494,76568.88,565,135.52,2013
77496,1009.84,52,19.42,2013
77498,1265.01,54,23.43,2013
77501,67.2,1,67.2,2013
77502,1501.4,54,27.8,2013
77503,133.36,9,14.82,2013
77504,79585.66,1005,79.19,2013
77505,19417.77,443,43.83,2013
77506,1670.84,25,66.83,2013
77508,146.1,8,18.26,2013
77510,172.74,13,13.29,2013
77511,3983.95,145,27.48,2013
77512,69.59,4,17.4,2013
77514,33.2,2,16.6,2013
77515,3925.64,188,20.88,2013
77519,31.8,1,31.8,2013
77520,3149.39,158,19.93,2013
77521,92770.13,1308,70.93,2013
77522,195.11,13,15.01,2013
77523,40.06,2,20.03,2013
77530,3139.64,143,21.96,2013
77531,37.25,3,12.42,2013
77532,551.31,21,26.25,2013
77534,15.09,1,15.09,2013
77535,760.42,42,18.11,2013
77536,747.52,44,16.99,2013
77539,7563.66,114,66.35,2013
77541,12.51,1,12.51,2013
77543,91.56,1,91.56,2013
77545,102.05,3,34.02,2013
77546,93507.34,661,141.46,2013
77547,27.05,2,13.52,2013
77549,76.43,4,19.11,2013
77550,8329.49,117,71.19,2013
77551,4014.66,31,129.51,2013
77554,209.01,15,13.93,2013
77555,495418.93,1495,331.38,2013
77559,51.31,1,51.31,2013
77562,929.04,35,26.54,2013
77563,58.01,4,14.5,2013
77564,30.0,2,15.0,2013
77565,6079.38,4,1519.84,2013
77566,173558.48,707,245.49,2013
77568,173.71,10,17.37,2013
77570,51.75,2,25.88,2013
77571,4729.59,159,29.75,2013
77573,77996.34,599,130.21,2013
77575,159.97,12,13.33,2013
77578,1873.93,38,49.31,2013
77581,9797.42,270,36.29,2013
77583,100.24,6,16.71,2013
77584,55519.68,822,67.54,2013
77586,6570.91,28,234.68,2013
77590,4529.85,38,119.21,2013
77591,21653.71,430,50.36,2013
77592,8.9,4,2.22,2013
77598,177379.99,3089,57.42,2013
77611,3632.69,65,55.89,2013
77615,10.13,1,10.13,2013
77619,1773.71,66,26.87,2013
77625,43.47,3,14.49,2013
77626,118.63,1,118.63,2013
77627,5745.52,183,31.4,2013
77630,4888.53,274,17.84,2013
77632,117.22,2,58.61,2013
77640,10635.28,314,33.87,2013
77641,1426.39,6,237.73,2013
77642,29421.35,425,69.23,2013
77651,2889.53,128,22.57,2013
77656,1569.06,52,30.17,2013
77657,523.83,14,37.42,2013
77659,24.01,3,8.0,2013
77662,580.88,42,13.83,2013
77665,41.0,3,13.67,2013
77701,56620.59,831,68.14,2013
77702,182410.69,1499,121.69,2013
77703,2565.36,45,57.01,2013
77705,779.7,42,18.56,2013
77706,24981.79,535,46.69,2013
77707,7038.11,186,37.84,2013
77708,456.53,12,38.04,2013
77713,902.37,46,19.62,2013
77720,36.4,2,18.2,2013
77726,233.07,17,13.71,2013
77801,187.76,3,62.59,2013
77802,56347.21,1437,39.21,2013
77803,157.89,9,17.54,2013
77805,104.57,7,14.94,2013
77807,114.43,7,16.35,2013
77808,82.92,1,82.92,2013
77831,33.4,1,33.4,2013
77833,3585.5,79,45.39,2013
77836,1169.36,40,29.23,2013
77840,7025.87,165,42.58,2013
77842,57.67,1,57.67,2013
77843,119.22,3,39.74,2013
77845,100618.04,949,106.03,2013
77856,52.43,3,17.48,2013
77859,205.19,8,25.65,2013
77864,133.84,3,44.61,2013
77865,72.46,5,14.49,2013
77868,872.9,42,20.78,2013
77879,59.5,4,14.87,2013
77891,39.59,2,19.8,2013
77901,61782.58,893,69.19,2013
77902,49.7,3,16.57,2013
77903,309.13,21,14.72,2013
77904,8486.3,259,32.77,2013
77905,107.65,2,53.82,2013
77954,3573.4,115,31.07,2013
77957,79.18,1,79.18,2013
77961,20.4,2,10.2,2013
77962,14.4,3,4.8,2013
77963,32.47,2,16.24,2013
77964,102.41,3,34.14,2013
77968,59.83,4,14.96,2013
77973,75.0,1,75.0,2013
77975,25.63,2,12.82,2013
77979,1450.63,51,28.44,2013
77984,467.89,36,13.0,2013
77995,389.36,26,14.98,2013
78003,2109.02,51,41.35,2013
78006,6919.85,185,37.4,2013
78009,5454.06,162,33.67,2013
78012,45.11,3,15.04,2013
78013,65.91,3,21.97,2013
78014,10.22,1,10.22,2013
78015,14849.37,36,412.48,2013
78016,150.97,14,10.78,2013
78017,11.57,1,11.57,2013
78022,41.09,3,13.7,2013
78023,3288.03,92,35.74,2013
78024,28.91,2,14.46,2013
78025,27.87,2,13.94,2013
78026,1965.83,62,31.71,2013
78028,40050.33,421,95.13,2013
78029,1058.82,11,96.26,2013
78040,1666.94,29,57.48,2013
78041,60024.07,892,67.29,2013
78043,5228.44,157,33.3,2013
78044,145.43,4,36.36,2013
78045,64854.38,168,386.04,2013
78046,29.22,1,29.22,2013
78052,120.18,3,40.06,2013
78061,269.07,4,67.27,2013
78063,451.79,6,75.3,2013
78064,1695.32,51,33.24,2013
78069,75.82,2,37.91,2013
78070,315.42,13,24.26,2013
78076,80.68,5,16.14,2013
78102,4513.59,98,46.06,2013
78104,157.21,11,14.29,2013
78108,543.17,11,49.38,2013
78109,1013.76,3,337.92,2013
78114,1180.76,28,42.17,2013
78119,368.81,9,40.98,2013
78121,72.8,5,14.56,2013
78130,205441.06,1546,132.89,2013
78131,1487.73,35,42.51,2013
78132,1201.03,21,57.19,2013
78133,23.78,2,11.89,2013
78140,31.77,2,15.88,2013
78147,125.57,2,62.78,2013
78148,723.35,36,20.09,2013
78150,4330.96,10,433.1,2013
78154,15126.16,211,71.69,2013
78155,89080.87,387,230.18,2013
78160,210.58,9,23.4,2013
78163,455.82,14,32.56,2013
78164,171.47,2,85.74,2013
78166,11.41,1,11.41,2013
78201,40161.07,324,123.95,2013
78202,7597.69,63,120.6,2013
78204,68.9,7,9.84,2013
78205,98929.28,1290,76.69,2013
78207,365446.89,1081,338.06,2013
78208,32.01,2,16.01,2013
78209,34329.36,497,69.07,2013
78210,945.83,43,22.0,2013
78211,3729.38,136,27.42,2013
78212,254480.26,1870,136.09,2013
78213,12558.96,205,61.26,2013
78214,5700.81,304,18.75,2013
78215,275474.58,980,281.1,2013
78216,69856.99,674,103.65,2013
78217,918519.37,1060,866.53,2013
78218,9939.94,206,48.25,2013
78219,832.52,12,69.38,2013
78220,1969.02,59,33.37,2013
78221,5057.59,209,24.2,2013
78222,21122.08,265,79.71,2013
78223,5287.0,219,24.14,2013
78224,21332.25,471,45.29,2013
78225,803.39,24,33.47,2013
78226,179.09,7,25.58,2013
78227,2923.06,77,37.96,2013
78228,6686.0,277,24.14,2013
78229,4309709.87,9791,440.17,2013
78230,18602.42,310,60.01,2013
78231,28366.87,274,103.53,2013
78232,78267.75,769,101.78,2013
78233,40117.3,755,53.14,2013
78234,135227.39,469,288.33,2013
78235,8075.88,141,57.28,2013
78236,58499.08,519,112.71,2013
78237,504.8,17,29.69,2013
78238,16326.9,160,102.04,2013
78239,2129.28,20,106.46,2013
78240,234138.72,2277,102.83,2013
78244,1698.3,16,106.14,2013
78245,744.85,25,29.79,2013
78246,4.71,3,1.57,2013
78247,4756.56,73,65.16,2013
78248,5215.4,112,46.57,2013
78249,6404.66,309,20.73,2013
78250,3190.75,52,61.36,2013
78251,66305.98,665,99.71,2013
78252,52.0,1,52.0,2013
78253,6609.26,18,367.18,2013
78254,51001.01,57,894.75,2013
78255,1708.97,22,77.68,2013
78256,40176.51,283,141.97,2013
78257,9856.33,48,205.34,2013
78258,8291365.24,4751,1745.18,2013
78259,3076.06,76,40.47,2013
78260,14924.31,98,152.29,2013
78261,34687.78,60,578.13,2013
78263,71674.66,110,651.59,2013
78264,491.27,7,70.18,2013
78265,297.06,17,17.47,2013
78266,34866.52,100,348.67,2013
78269,708.67,9,78.74,2013
78278,338.21,25,13.53,2013
78279,10.17,1,10.17,2013
78284,9784.09,3,3261.36,2013
78292,189.64,5,37.93,2013
78293,157.89,3,52.63,2013
78294,159.03,6,26.5,2013
78295,275.59,7,39.37,2013
78296,11.81,1,11.81,2013
78297,174.35,8,21.79,2013
78298,364.41,38,9.59,2013
78299,748.91,22,34.04,2013
78332,6125.04,262,23.38,2013
78333,275.73,11,25.07,2013
78335,150.0,1,150.0,2013
78336,4550.02,94,48.4,2013
78342,129.49,2,64.74,2013
78343,15.95,1,15.95,2013
78355,240.54,5,48.11,2013
78361,148.15,4,37.04,2013
78362,396.55,18,22.03,2013
78363,57909.98,158,366.52,2013
78364,82.54,6,13.76,2013
78368,1991.14,8,248.89,2013
78369,461.58,5,92.32,2013
78373,114.64,2,57.32,2013
78374,2956.96,147,20.12,2013
78375,2.88,1,2.88,2013
78380,179.43,12,14.95,2013
78381,12.04,1,12.04,2013
78382,11435.69,65,175.93,2013
78387,250.8,10,25.08,2013
78390,1419.42,15,94.63,2013
78401,323.41,8,40.43,2013
78402,40.33,1,40.33,2013
78404,107144.14,1529,70.07,2013
78405,18456.52,331,55.76,2013
78408,179.66,6,29.94,2013
78410,4908.01,139,35.31,2013
78411,143420.57,1532,93.62,2013
78412,66679.65,704,94.72,2013
78413,6968.03,168,41.48,2013
78414,62872.1,1105,56.9,2013
78415,11370.19,149,76.31,2013
78416,956.52,8,119.56,2013
78418,2716.07,109,24.92,2013
78419,339.94,9,37.77,2013
78427,43.97,4,10.99,2013
78463,482.5,36,13.4,2013
78466,490.91,44,11.16,2013
78468,121.3,1,121.3,2013
78480,161.4,13,12.42,2013
78501,74070.48,689,107.5,2013
78502,596.49,34,17.54,2013
78503,124022.0,1592,77.9,2013
78504,28242.28,692,40.81,2013
78505,25.63,2,12.82,2013
78516,499.88,19,26.31,2013
78520,31643.4,425,74.46,2013
78521,22384.58,199,112.49,2013
78523,192.98,10,19.3,2013
78526,20847.43,343,60.78,2013
78528,293.76,2,146.88,2013
78533,160.55,3,53.52,2013
78537,3787.16,53,71.46,2013
78539,136426.26,990,137.8,2013
78541,29.57,2,14.78,2013
78542,1152.34,10,115.23,2013
78543,1718.83,21,81.85,2013
78550,172487.23,1490,115.76,2013
78551,1872.99,6,312.16,2013
78552,13828.65,46,300.62,2013
78553,596.32,20,29.82,2013
78559,171.37,4,42.84,2013
78560,331.15,19,17.43,2013
78566,58.3,4,14.58,2013
78570,344.5,23,14.98,2013
78572,23259.7,495,46.99,2013
78573,696.47,21,33.17,2013
78574,106.0,7,15.14,2013
78575,130.75,3,43.58,2013
78576,14.59,1,14.59,2013
78577,4244.15,167,25.41,2013
78578,89.82,2,44.91,2013
78579,11.44,1,11.44,2013
78580,536.7,30,17.89,2013
78582,1885.64,86,21.93,2013
78584,949.95,17,55.88,2013
78586,671.91,41,16.39,2013
78587,100.0,1,100.0,2013
78589,967.49,18,53.75,2013
78591,83.22,5,16.64,2013
78596,30937.35,580,53.34,2013
78597,698.4,2,349.2,2013
78599,322.62,8,40.33,2013
78602,4243.51,237,17.91,2013
78606,124.72,4,31.18,2013
78610,583.26,31,18.81,2013
78611,1906.17,13,146.63,2013
78612,10.45,1,10.45,2013
78613,53930.8,912,59.13,2013
78617,120.02,2,60.01,2013
78619,115.73,2,57.86,2013
78620,523.89,13,40.3,2013
78621,560.1,18,31.12,2013
78623,32.6,1,32.6,2013
78624,9838.63,280,35.14,2013
78626,13743.4,502,27.38,2013
78627,30.96,3,10.32,2013
78628,7126.97,312,22.84,2013
78629,1149.27,37,31.06,2013
78630,22.32,2,11.16,2013
78633,190.72,6,31.79,2013
78634,4807.66,33,145.69,2013
78638,20.39,1,20.39,2013
78639,286.4,6,47.73,2013
78640,27572.76,319,86.43,2013
78641,3905.22,134,29.14,2013
78642,194.95,4,48.74,2013
78643,925.66,6,154.28,2013
78644,3667.51,61,60.12,2013
78645,41.15,2,20.58,2013
78648,322.78,10,32.28,2013
78653,19.39,1,19.39,2013
78654,4947.38,177,27.95,2013
78657,110.9,6,18.48,2013
78660,14470.25,79,183.17,2013
78663,677.31,8,84.66,2013
78664,44861.72,426,105.31,2013
78665,35256.02,372,94.77,2013
78666,33098.83,596,55.53,2013
78667,12.96,1,12.96,2013
78669,200.0,1,200.0,2013
78676,747.94,29,25.79,2013
78680,80.24,1,80.24,2013
78681,375537.06,1810,207.48,2013
78684,98.96,1,98.96,2013
78692,57.96,1,57.96,2013
78701,95203.52,770,123.64,2013
78702,5972.15,109,54.79,2013
78703,26591.85,111,239.57,2013
78704,17052.7,472,36.13,2013
78705,449403.81,3978,112.97,2013
78708,32.47,3,10.82,2013
78710,2000.0,1,2000.0,2013
78711,217.74,3,72.58,2013
78712,197.56,4,49.39,2013
78713,316.18,6,52.7,2013
78714,811.24,20,40.56,2013
78715,15.43,1,15.43,2013
78716,79.95,1,79.95,2013
78717,11671.84,251,46.5,2013
78720,12.75,1,12.75,2013
78721,968.83,43,22.53,2013
78722,11373.5,13,874.88,2013
78723,41526.44,357,116.32,2013
78726,211.64,12,17.64,2013
78727,2753.17,70,39.33,2013
78728,1810.31,86,21.05,2013
78729,332.91,15,22.19,2013
78730,1884.09,85,22.17,2013
78731,439280.62,1791,245.27,2013
78732,4857.73,73,66.54,2013
78733,759.67,13,58.44,2013
78734,9659.16,122,79.17,2013
78735,4151.76,112,37.07,2013
78737,8460.6,437,19.36,2013
78738,109615.67,240,456.73,2013
78739,370.08,22,16.82,2013
78741,445.17,10,44.52,2013
78744,10574.2,16,660.89,2013
78745,133213.44,1869,71.28,2013
78746,400181.83,1944,205.85,2013
78747,317.11,14,22.65,2013
78748,4943.1,43,114.96,2013
78749,32984.04,161,204.87,2013
78750,13366.58,270,49.51,2013
78751,121529.18,328,370.52,2013
78752,1833.52,81,22.64,2013
78753,2266.81,58,39.08,2013
78754,13480.07,41,328.78,2013
78755,916.15,43,21.31,2013
78756,911469.98,1153,790.52,2013
78757,17428.04,246,70.85,2013
78758,406956.27,3262,124.76,2013
78759,342567.9,1914,178.98,2013
78761,113.04,1,113.04,2013
78763,31975.9,8,3996.99,2013
78765,39.82,4,9.96,2013
78766,1373.72,77,17.84,2013
78768,60.32,2,30.16,2013
78801,3424.4,59,58.04,2013
78824,206.15,10,20.62,2013
78826,36.15,3,12.05,2013
78834,69.46,5,13.89,2013
78839,89.42,3,29.81,2013
78840,3713.37,77,48.23,2013
78841,12.22,2,6.11,2013
78842,45.21,2,22.6,2013
78843,513.18,8,64.15,2013
78852,2651.05,82,32.33,2013
78853,68.7,5,13.74,2013
78861,1023.75,55,18.61,2013
78905,97.85,1,97.85,2013
78934,2503.04,154,16.25,2013
78935,19.25,1,19.25,2013
78941,96.27,2,48.14,2013
78942,1642.97,37,44.4,2013
78945,4131.99,130,31.78,2013
78956,145.01,5,29.0,2013
78957,415.23,11,37.75,2013
78962,87.24,4,21.81,2013
79007,889.1,52,17.1,2013
79012,109.6,2,54.8,2013
79013,87.97,4,21.99,2013
79014,220.62,12,18.39,2013
79015,9067.07,65,139.49,2013
79016,13.99,1,13.99,2013
79019,12.27,1,12.27,2013
79022,131.13,10,13.11,2013
79027,63.0,5,12.6,2013
79029,755.32,18,41.96,2013
79036,2048.39,14,146.31,2013
79041,34.09,3,11.36,2013
79045,5772.31,22,262.38,2013
79064,243.7,24,10.15,2013
79065,3320.94,72,46.12,2013
79070,1529.07,13,117.62,2013
79072,2424.05,124,19.55,2013
79081,94.74,8,11.84,2013
79096,29.38,2,14.69,2013
79101,1106.4,7,158.06,2013
79102,110.24,4,27.56,2013
79105,370.94,23,16.13,2013
79106,315929.04,3554,88.89,2013
79107,774.23,41,18.88,2013
79108,14.21,1,14.21,2013
79109,12652.36,136,93.03,2013
79114,13.15,1,13.15,2013
79116,173.52,28,6.2,2013
79117,17.59,3,5.86,2013
79118,11.89,1,11.89,2013
79119,32992.65,191,172.74,2013
79121,179.71,16,11.23,2013
79124,20844.85,383,54.43,2013
79148,10.44,1,10.44,2013
79159,145.52,14,10.39,2013
79201,322.74,12,26.9,2013
79202,90.61,1,90.61,2013
79220,49.56,3,16.52,2013
79221,96.75,1,96.75,2013
79222,32.47,1,32.47,2013
79229,397.38,2,198.69,2013
79245,54.04,4,13.51,2013
79252,105.45,1,105.45,2013
79271,30.89,2,15.44,2013
79316,1282.85,56,22.91,2013
79321,497.19,17,29.25,2013
79322,73.53,4,18.38,2013
79323,76.97,7,11.0,2013
79329,594.38,45,13.21,2013
79331,309.92,12,25.83,2013
79336,526.9,21,25.09,2013
79339,387.59,28,13.84,2013
79347,37.06,2,18.53,2013
79358,135.19,10,13.52,2013
79360,480.52,9,53.39,2013
79363,114.33,8,14.29,2013
79364,12.9,1,12.9,2013
79373,46.27,3,15.42,2013
79382,943.53,69,13.67,2013
79401,901.85,26,34.69,2013
79402,95.04,1,95.04,2013
79403,79.27,6,13.21,2013
79404,289.67,4,72.42,2013
79407,140060.24,268,522.61,2013
79408,1805.76,55,32.83,2013
79410,193544.15,1593,121.5,2013
79411,21.12,2,10.56,2013
79412,96390.81,74,1302.58,2013
79413,12921.63,230,56.18,2013
79414,1114.73,23,48.47,2013
79415,29228.29,497,58.81,2013
79416,85595.32,290,295.16,2013
79423,11502.17,172,66.87,2013
79424,24117.84,758,31.82,2013
79430,66239.11,827,80.1,2013
79431,12.31,1,12.31,2013
79432,475.69,13,36.59,2013
79453,524.79,40,13.12,2013
79464,204.17,18,11.34,2013
79490,33.71,7,4.82,2013
79493,250.38,14,17.88,2013
79501,14.1,1,14.1,2013
79504,190.69,4,47.67,2013
79510,53.12,1,53.12,2013
79512,67.4,7,9.63,2013
79520,53.27,1,53.27,2013
79521,30.3,4,7.58,2013
79536,138.12,2,69.06,2013
79546,20.61,2,10.3,2013
79549,153.69,12,12.81,2013
79553,254.84,20,12.74,2013
79556,667.79,40,16.69,2013
79562,208.55,2,104.28,2013
79566,10.0,1,10.0,2013
79601,31123.47,589,52.84,2013
79602,847.11,43,19.7,2013
79603,151.58,6,25.26,2013
79604,32237.82,56,575.68,2013
79605,3723.13,36,103.42,2013
79606,162138.6,747,217.05,2013
79607,112.88,5,22.58,2013
79608,173.67,13,13.36,2013
79646,34.79,1,34.79,2013
79701,34658.99,807,42.95,2013
79703,6388.14,287,22.26,2013
79704,523.97,36,14.55,2013
79705,21514.67,114,188.73,2013
79706,252.09,12,21.01,2013
79707,9158.79,182,50.32,2013
79708,206.6,12,17.22,2013
79710,12532.51,36,348.13,2013
79714,1768.71,22,80.4,2013
79720,3156.91,74,42.66,2013
79721,121.96,6,20.33,2013
79731,134.3,8,16.79,2013
79734,110.12,2,55.06,2013
79735,425.04,6,70.84,2013
79756,1578.64,13,121.43,2013
79760,1814.39,24,75.6,2013
79761,74831.07,839,89.19,2013
79762,118997.38,129,922.46,2013
79763,11191.44,294,38.07,2013
79764,139.32,4,34.83,2013
79765,1546.22,149,10.38,2013
79768,23.04,5,4.61,2013
79772,88.17,6,14.7,2013
79778,44.51,2,22.26,2013
79782,89.6,3,29.87,2013
79801,20.58,1,20.58,2013
79821,156.97,3,52.32,2013
79830,182.34,5,36.47,2013
79835,12.55,1,12.55,2013
79838,217.86,9,24.21,2013
79848,71.12,5,14.22,2013
79849,44.0,4,11.0,2013
79901,522.31,12,43.53,2013
79902,460410.1,3757,122.55,2013
79903,10207.41,114,89.54,2013
79904,2224.55,88,25.28,2013
79905,150384.26,824,182.51,2013
79906,30.36,2,15.18,2013
79907,4041.13,114,35.45,2013
79911,295.78,6,49.3,2013
79912,54985.12,776,70.86,2013
79913,69.12,4,17.28,2013
79915,29389.42,308,95.42,2013
79916,357.31,2,178.66,2013
79918,99.39,1,99.39,2013
79920,22195.16,158,140.48,2013
79922,12336.33,168,73.43,2013
79923,80.68,4,20.17,2013
79924,9805.07,120,81.71,2013
79925,66355.33,936,70.89,2013
79927,320.53,10,32.05,2013
79928,2939.03,20,146.95,2013
79930,760.68,18,42.26,2013
79932,3960.35,16,247.52,2013
79934,143.02,6,23.84,2013
79935,24002.41,174,137.94,2013
79936,38782.37,646,60.03,2013
79938,5273.32,95,55.51,2013
79995,6070.72,23,263.94,2013
79996,133.95,1,133.95,2013
80002,2377.82,98,24.26,2013
80003,1760.63,62,28.4,2013
80004,3278.82,107,30.64,2013
80005,3317.24,111,29.89,2013
80007,556.5,16,34.78,2013
80010,3119.28,19,164.17,2013
80011,16687.22,107,155.96,2013
80012,86274.78,1092,79.01,2013
80013,6251.32,31,201.66,2013
80014,31016.08,396,78.32,2013
80015,3838.76,98,39.17,2013
80016,2194.67,72,30.48,2013
80017,435.43,10,43.54,2013
80020,87551.69,525,166.77,2013
80021,6775.84,148,45.78,2013
80022,213.12,11,19.37,2013
80023,5632.59,107,52.64,2013
80026,86383.57,324,266.62,2013
80027,409368.64,673,608.27,2013
80030,1215.5,12,101.29,2013
80031,32025.09,550,58.23,2013
80032,274.93,4,68.73,2013
80033,101623.21,987,102.96,2013
80034,135.08,8,16.89,2013
80040,549.0,7,78.43,2013
80041,13.96,2,6.98,2013
80042,65743.88,114,576.7,2013
80045,1428431.4,1961,728.42,2013
80047,313.97,1,313.97,2013
80102,22.63,2,11.32,2013
80104,95925.24,277,346.3,2013
80107,363.67,2,181.84,2013
80108,3952.83,51,77.51,2013
80109,3123.09,38,82.19,2013
80110,64813.86,207,313.11,2013
80111,209171.81,860,243.22,2013
80112,249686.68,755,330.71,2013
80113,1083884.92,1630,664.96,2013
80115,48.07,3,16.02,2013
80116,102.71,1,102.71,2013
80117,68.22,2,34.11,2013
80118,49.03,3,16.34,2013
80120,91587.11,853,107.37,2013
80121,9686.38,64,151.35,2013
80122,228958.75,581,394.08,2013
80123,17895.22,371,48.24,2013
80124,440912.61,1010,436.55,2013
80125,2612.0,3,870.67,2013
80126,9343.62,98,95.34,2013
80127,7982.92,112,71.28,2013
80128,7514.4,182,41.29,2013
80129,11912.94,211,56.46,2013
80130,3682.76,84,43.84,2013
80132,1873.76,73,25.67,2013
80134,92106.16,363,253.74,2013
80136,123.61,22,5.62,2013
80138,74008.12,621,119.18,2013
80150,14916.15,42,355.15,2013
80151,3506.85,20,175.34,2013
80162,40.27,3,13.42,2013
80163,130.77,2,65.39,2013
80200,198.68,3,66.23,2013
80201,17164.56,7,2452.08,2013
80202,55816.57,101,552.64,2013
80203,29095.44,80,363.69,2013
80204,5724618.65,623,9188.79,2013
80205,87932.37,463,189.92,2013
80206,1456027.45,1000,1456.03,2013
80207,327.85,11,29.8,2013
80208,56.25,2,28.12,2013
80209,105187.09,414,254.08,2013
80210,256468.65,1090,235.29,2013
80211,132629.61,543,244.25,2013
80212,1586.48,56,28.33,2013
80213,125.93,1,125.93,2013
80214,8043.48,184,43.71,2013
80215,20042.72,351,57.1,2013
80217,15237.91,11,1385.26,2013
80218,312385.42,1103,283.21,2013
80219,1449.17,69,21.0,2013
80220,326940.26,1890,172.98,2013
80221,757.13,18,42.06,2013
80222,2199190.85,280,7854.25,2013
80223,439.77,9,48.86,2013
80224,9903.61,50,198.07,2013
80226,6259.94,175,35.77,2013
80227,42671.03,190,224.58,2013
80228,63449.2,1175,54.0,2013
80229,78897.96,570,138.42,2013
80230,251578.58,792,317.65,2013
80231,46799.96,120,390.0,2013
80232,2332.1,26,89.7,2013
80233,7765.39,291,26.69,2013
80234,16678.36,200,83.39,2013
80235,308.99,12,25.75,2013
80236,171.72,10,17.17,2013
80237,13430.53,228,58.91,2013
80238,28790.79,113,254.79,2013
80239,286.06,16,17.88,2013
80241,1923.37,19,101.23,2013
80246,28153.72,382,73.7,2013
80247,680.97,27,25.22,2013
80249,3048.62,44,69.29,2013
80260,4902.15,137,35.78,2013
80262,23155.84,91,254.46,2013
80263,23.04,1,23.04,2013
80270,3975.0,1,3975.0,2013
80291,422.28,38,11.11,2013
80301,18986.76,228,83.28,2013
80302,3622.78,97,37.35,2013
80303,821237.05,457,1797.02,2013
80304,245041.52,618,396.51,2013
80305,9837.36,48,204.94,2013
80309,376.34,6,62.72,2013
80331,79.37,1,79.37,2013
80333,69.0,1,69.0,2013
80342,181.8,7,25.97,2013
80351,127.55,7,18.22,2013
80379,15.92,1,15.92,2013
80401,359308.2,972,369.66,2013
80403,498.2,14,35.59,2013
80421,50.09,1,50.09,2013
80424,42.67,2,21.34,2013
80432,38.82,1,38.82,2013
80433,47526.61,193,246.25,2013
80434,83.79,3,27.93,2013
80435,63.5,2,31.75,2013
80437,16117.5,32,503.67,2013
80439,6510.72,134,48.59,2013
80442,15.55,1,15.55,2013
80443,5658.34,46,123.01,2013
80446,139.66,1,139.66,2013
80448,1646.0,2,823.0,2013
80454,18.6,1,18.6,2013
80459,18.42,3,6.14,2013
80461,73.39,4,18.35,2013
80465,332.78,8,41.6,2013
80467,95.09,1,95.09,2013
80477,61.43,3,20.48,2013
80485,22.26,2,11.13,2013
80487,77906.3,138,564.54,2013
80488,2400.0,4,600.0,2013
80498,2120.58,7,302.94,2013
80501,91790.39,944,97.24,2013
80503,14853.23,135,110.02,2013
80504,817.64,32,25.55,2013
80513,160.28,3,53.43,2013
80514,14.94,2,7.47,2013
80516,228.28,11,20.75,2013
80517,229.18,10,22.92,2013
80521,1384.69,37,37.42,2013
80523,186.17,5,37.23,2013
80524,17313.52,331,52.31,2013
80525,253276.63,865,292.81,2013
80526,11266.77,94,119.86,2013
80528,87027.99,773,112.58,2013
80532,1080.3,7,154.33,2013
80533,84.14,6,14.02,2013
80534,16265.86,58,280.45,2013
80537,7736.13,214,36.15,2013
80538,66075.97,471,140.29,2013
80539,40.12,2,20.06,2013
80540,11.46,1,11.46,2013
80541,30.15,2,15.08,2013
