Zip,Payment_Sum,Payment_Count,Payment_Mean,Year
97759,212427.64,485,438.0,2015
97761,85.44,3,28.48,2015
97801,6546.35,126,51.96,2015
97814,761.87,32,23.81,2015
97818,98.17,5,19.63,2015
97828,52.92,4,13.23,2015
97836,16.17,1,16.17,2015
97838,7396.03,297,24.9,2015
97844,13.73,1,13.73,2015
97845,27.77,2,13.89,2015
97850,3809.86,50,76.2,2015
97862,257.9,4,64.47,2015
97881,77.99,5,15.6,2015
97882,15.15,1,15.15,2015
97883,14.85,1,14.85,2015
97913,409.71,26,15.76,2015
97914,21923.98,293,74.83,2015
97918,14.7,1,14.7,2015
98001,19791.67,368,53.78,2015
98002,47445.66,1011,46.93,2015
98003,116316.98,1991,58.42,2015
98004,1278519.85,6652,192.2,2015
98005,69707.78,584,119.36,2015
98006,24057.29,337,71.39,2015
98007,114098.87,962,118.61,2015
98008,3052.55,42,72.68,2015
98009,466.6,56,8.33,2015
98010,2022.7,2,1011.35,2015
98011,8471.04,252,33.62,2015
98012,28991.64,529,54.8,2015
98013,1057.01,85,12.44,2015
98014,4395652.7,7,627950.39,2015
98015,31.1,2,15.55,2015
98018,8.09,1,8.09,2015
98019,2738.82,138,19.85,2015
98020,6403.57,104,61.57,2015
98021,61748.34,373,165.55,2015
98022,7361.55,399,18.45,2015
98023,23467.78,95,247.03,2015
98024,206.87,2,103.44,2015
98026,230712.89,2453,94.05,2015
98027,35078.65,510,68.78,2015
98028,70912.08,84,844.19,2015
98029,13870.23,186,74.57,2015
98030,13649.42,214,63.78,2015
98031,2991.73,77,38.85,2015
98032,5641.95,146,38.64,2015
98033,48512.17,300,161.71,2015
98034,876398.36,3274,267.68,2015
98036,39081.54,490,79.76,2015
98037,6156.91,216,28.5,2015
98038,12544.88,93,134.89,2015
98039,47.81,3,15.94,2015
98040,40516.78,312,129.86,2015
98042,38290.5,227,168.68,2015
98043,135099.88,477,283.23,2015
98045,1147.69,31,37.02,2015
98051,61.16,3,20.39,2015
98052,76590.16,913,83.89,2015
98053,1017.18,25,40.69,2015
98055,1592070.83,1240,1283.93,2015
98056,1588.34,31,51.24,2015
98057,58029.93,526,110.32,2015
98058,7921.15,47,168.54,2015
98059,39952.87,84,475.63,2015
98063,103.71,7,14.82,2015
98065,6673.86,335,19.92,2015
98070,18033.14,30,601.1,2015
98071,822.06,8,102.76,2015
98072,11945.8,488,24.48,2015
98074,4179.84,42,99.52,2015
98075,892.64,29,30.78,2015
98077,2437.94,7,348.28,2015
98083,811.63,10,81.16,2015
98087,582.56,14,41.61,2015
98092,14204.66,172,82.59,2015
98101,991292.01,2460,402.96,2015
98102,47890.16,277,172.89,2015
98103,103005.94,247,417.03,2015
98104,5596284.64,6243,896.41,2015
98105,1986415.26,1247,1592.96,2015
98106,1164.0,19,61.26,2015
98107,65141.95,1102,59.11,2015
98108,350944.17,351,999.84,2015
98109,1385091.33,1411,981.64,2015
98110,17554.09,75,234.05,2015
98111,52145.72,20,2607.29,2015
98112,23263.59,315,73.85,2015
98114,3170.11,25,126.8,2015
98115,978682.88,337,2904.1,2015
98116,125292.96,252,497.19,2015
98117,7200.49,62,116.14,2015
98118,15030.26,285,52.74,2015
98119,18833.76,96,196.18,2015
98120,69.39,1,69.39,2015
98121,58265.88,90,647.4,2015
98122,1898068.55,3302,574.82,2015
98124,45601.39,184,247.83,2015
98125,48563.34,482,100.75,2015
98126,11641.71,105,110.87,2015
98133,504915.22,1878,268.86,2015
98134,1642.62,15,109.51,2015
98136,5096.34,96,53.09,2015
98140,29.1,1,29.1,2015
98144,62437.38,56,1114.95,2015
98145,318083.07,346,919.32,2015
98146,2034.7,57,35.7,2015
98148,2361.14,78,30.27,2015
98154,670.63,27,24.84,2015
98155,10265.46,449,22.86,2015
98166,306572.8,1680,182.48,2015
98168,4036.73,80,50.46,2015
98177,28339.93,101,280.59,2015
98178,33.23,1,33.23,2015
98181,12.6,1,12.6,2015
98188,6739.17,218,30.91,2015
98191,38739.74,22,1760.9,2015
98195,5598897.72,4033,1388.27,2015
98198,2667.09,71,37.56,2015
98199,7239.03,182,39.77,2015
98201,204955.45,1241,165.15,2015
98203,112340.26,634,177.19,2015
98204,5263.47,68,77.4,2015
98205,513.62,7,73.37,2015
98206,7119.04,43,165.56,2015
98208,81665.6,406,201.15,2015
98221,2382.44,128,18.61,2015
98223,12262.29,830,14.77,2015
98225,520417.17,3040,171.19,2015
98226,14296.61,440,32.49,2015
98227,4016.88,26,154.5,2015
98229,160.5,5,32.1,2015
98230,28550.94,218,130.97,2015
98233,11690.43,67,174.48,2015
98236,10.0,1,10.0,2015
98237,659.58,13,50.74,2015
98239,4957.55,103,48.13,2015
98241,221.15,13,17.01,2015
98247,961.08,26,36.96,2015
98248,1604.78,23,69.77,2015
98249,643.68,42,15.33,2015
98250,3219.2,14,229.94,2015
98252,2050.84,95,21.59,2015
98257,22.8,2,11.4,2015
98258,5404.17,25,216.17,2015
98260,343.61,6,57.27,2015
98261,29730.32,34,874.42,2015
98264,377.83,8,47.23,2015
98270,3238.71,118,27.45,2015
98271,1008.59,33,30.56,2015
98272,6019.88,69,87.24,2015
98273,79897.88,158,505.68,2015
98274,48979.46,815,60.1,2015
98275,8008.77,189,42.37,2015
98277,10384.48,467,22.24,2015
98278,69.9,3,23.3,2015
98281,7552.2,8,944.02,2015
98282,185.56,3,61.85,2015
98284,17740.05,264,67.2,2015
98290,11606.14,36,322.39,2015
98292,4311.49,71,60.73,2015
98294,86.39,1,86.39,2015
98295,1107.37,73,15.17,2015
98296,1929.85,23,83.91,2015
98310,102562.68,1658,61.86,2015
98311,1281.72,32,40.05,2015
98312,4782.39,89,53.73,2015
98315,465.32,33,14.1,2015
98321,3276.37,85,38.55,2015
98327,1200.84,23,52.21,2015
98328,589.67,11,53.61,2015
98329,124.81,1,124.81,2015
98331,10.48,1,10.48,2015
98332,47613.95,166,286.83,2015
98333,1040.34,16,65.02,2015
98335,80929.62,488,165.84,2015
98337,1308.9,19,68.89,2015
98338,3178.16,80,39.73,2015
98339,282.91,12,23.58,2015
98341,37.23,2,18.61,2015
98346,595.4,17,35.02,2015
98349,243.9,17,14.35,2015
98354,1571.09,66,23.8,2015
98355,416.24,3,138.75,2015
98356,176.74,9,19.64,2015
98357,13.07,1,13.07,2015
98360,612.34,47,13.03,2015
98362,13842.22,175,79.1,2015
98363,104.06,2,52.03,2015
98366,21567.38,540,39.94,2015
98367,1426.41,32,44.58,2015
98368,4242.9,83,51.12,2015
98370,18115.46,683,26.52,2015
98371,38592.72,921,41.9,2015
98372,90788.07,1720,52.78,2015
98373,27983.76,368,76.04,2015
98374,23837.47,579,41.17,2015
98375,12597.93,105,119.98,2015
98377,53.52,1,53.52,2015
98378,363.86,5,72.77,2015
98382,7644.13,138,55.39,2015
98383,147954.3,1415,104.56,2015
98387,302.48,11,27.5,2015
98388,250.29,5,50.06,2015
98390,2979.92,192,15.52,2015
98391,7784.02,315,24.71,2015
98392,115.0,1,115.0,2015
98394,39.28,3,13.09,2015
98402,16693.74,212,78.74,2015
98403,3217.98,58,55.48,2015
98404,2297.34,97,23.68,2015
98405,4263045.09,8284,514.61,2015
98406,53998.95,173,312.13,2015
98407,467.37,7,66.77,2015
98408,5278.2,95,55.56,2015
98409,105913.5,499,212.25,2015
98411,163.18,9,18.13,2015
98415,12728.23,33,385.7,2015
98418,19833.89,388,51.12,2015
98419,14.98,1,14.98,2015
98422,594.18,25,23.77,2015
98424,31955.03,43,743.14,2015
98431,282677.15,760,371.94,2015
98433,291.12,5,58.22,2015
98438,62.48,2,31.24,2015
98444,2385.85,173,13.79,2015
98448,11.81,1,11.81,2015
98464,208.58,4,52.14,2015
98465,7693.41,348,22.11,2015
98466,11203.19,290,38.63,2015
98467,34822.65,297,117.25,2015
98493,1778.44,33,53.89,2015
98496,36.11,3,12.04,2015
98497,43.55,3,14.52,2015
98498,4394.62,52,84.51,2015
98499,144249.74,1414,102.02,2015
98501,12377.78,563,21.99,2015
98502,124762.1,1953,63.88,2015
98503,27251.62,367,74.26,2015
98506,1002511.59,1692,592.5,2015
98507,1133.61,7,161.94,2015
98508,137.41,8,17.18,2015
98509,18.66,1,18.66,2015
98512,56826.1,216,263.08,2015
98513,4053.16,7,579.02,2015
98516,106740.34,186,573.87,2015
98517,13497.13,26,519.12,2015
98520,17712.45,426,41.58,2015
98528,2189.67,158,13.86,2015
98531,29239.15,670,43.64,2015
98532,6888.86,363,18.98,2015
98541,517.98,22,23.54,2015
98550,3564.53,261,13.66,2015
98557,1098.94,70,15.7,2015
98562,114.44,1,114.44,2015
98563,403.87,19,21.26,2015
98568,28.23,2,14.12,2015
98569,10.31,1,10.31,2015
98577,362.27,19,19.07,2015
98584,2107.14,65,32.42,2015
98586,564.49,33,17.11,2015
98589,806.36,26,31.01,2015
98592,495.0,13,38.08,2015
98595,16.1,1,16.1,2015
98596,319.84,24,13.33,2015
98597,196.3,6,32.72,2015
98604,3105.66,56,55.46,2015
98606,17624.65,27,652.76,2015
98607,3817.69,163,23.42,2015
98616,63.86,3,21.29,2015
98620,13388.72,26,514.95,2015
98624,326.83,19,17.2,2015
98626,321.75,7,45.96,2015
98631,97.46,5,19.49,2015
98632,53238.76,584,91.16,2015
98640,71.3,1,71.3,2015
98642,700.06,23,30.44,2015
98660,2891.37,39,74.14,2015
98661,3720.15,111,33.51,2015
98662,8052.62,256,31.46,2015
98663,175293.93,604,290.22,2015
98664,485533.27,1956,248.23,2015
98665,2560.2,86,29.77,2015
98668,325.12,14,23.22,2015
98671,1336.56,21,63.65,2015
98672,710.53,12,59.21,2015
98674,531.67,45,11.81,2015
98682,986.01,51,19.33,2015
98683,71019.68,894,79.44,2015
98684,165024.06,921,179.18,2015
98685,16300.86,409,39.86,2015
98686,61756.79,1130,54.65,2015
98687,26.32,1,26.32,2015
98801,105941.21,554,191.23,2015
98802,82851.6,129,642.26,2015
98812,302.92,7,43.27,2015
98815,371.6,9,41.29,2015
98816,1011.1,34,29.74,2015
98823,2797.19,22,127.14,2015
98826,32.48,3,10.83,2015
98837,17339.06,430,40.32,2015
98840,13.1,1,13.1,2015
98841,755.43,35,21.58,2015
98848,1962.65,45,43.61,2015
98855,112.17,2,56.08,2015
98901,4145.97,293,14.15,2015
98902,190308.63,2731,69.68,2015
98903,5084.66,495,10.27,2015
98907,193.87,7,27.7,2015
98908,12017.36,424,28.34,2015
98909,249.13,12,20.76,2015
98912,14.5,1,14.5,2015
98913,23.17,1,23.17,2015
98915,1000.0,1,1000.0,2015
98922,114.35,2,57.18,2015
98926,1925.6,90,21.4,2015
98930,2081.4,17,122.44,2015
98942,5451.58,279,19.54,2015
98944,9206.77,216,42.62,2015
98948,248.06,12,20.67,2015
98953,1092.46,33,33.1,2015
99001,12.25,1,12.25,2015
99003,16.85,1,16.85,2015
99004,9829.09,997,9.86,2015
99006,2817.67,159,17.72,2015
99011,622.55,24,25.94,2015
99016,121.42,2,60.71,2015
99019,11711.69,220,53.23,2015
99021,54.75,3,18.25,2015
99022,21066.45,327,64.42,2015
99024,381.94,1,381.94,2015
99025,17.08,1,17.08,2015
99026,15.29,1,15.29,2015
99027,43461.5,71,612.13,2015
99029,85.09,6,14.18,2015
99031,36.34,3,12.11,2015
99033,25.82,2,12.91,2015
99037,12579.2,51,246.65,2015
99040,24.46,1,24.46,2015
99109,2303.74,140,16.46,2015
99111,7767.36,584,13.3,2015
99114,1908.01,72,26.5,2015
99119,21.45,1,21.45,2015
99122,2571.79,238,10.81,2015
99130,40.95,3,13.65,2015
99133,45.52,3,15.17,2015
99139,27.14,1,27.14,2015
99141,3459.61,28,123.56,2015
99156,8660.22,381,22.73,2015
99163,7310.79,247,29.6,2015
99166,78.0,4,19.5,2015
99169,59.29,2,29.64,2015
99171,12.3,1,12.3,2015
99185,77.34,6,12.89,2015
99201,81633.54,423,192.99,2015
99202,881709.77,3609,244.31,2015
99203,19712.38,780,25.27,2015
99204,12802837.31,6202,2064.31,2015
99205,40110.84,233,172.15,2015
99206,7767.01,183,42.44,2015
99207,25133.72,1348,18.65,2015
99208,445529.92,1321,337.27,2015
99210,9052.87,25,362.11,2015
99212,2056.13,121,16.99,2015
99215,18.11,1,18.11,2015
99216,320602.1,1884,170.17,2015
99217,10.27,1,10.27,2015
99218,246595.46,1124,219.39,2015
99220,140164.58,316,443.56,2015
99223,70955.67,179,396.4,2015
99224,1489.04,21,70.91,2015
99243,28.81,2,14.4,2015
99269,112.09,1,112.09,2015
99286,125.0,1,125.0,2015
99301,28578.4,1198,23.86,2015
99302,37.86,3,12.62,2015
99320,52.16,3,17.39,2015
99325,40.12,1,40.12,2015
99328,100.11,2,50.06,2015
99336,140542.39,3032,46.35,2015
99337,17361.99,33,526.12,2015
99338,6410.1,373,17.19,2015
99344,2867.13,62,46.24,2015
99349,74.17,4,18.54,2015
99350,14760.69,49,301.24,2015
99352,387824.11,2651,146.29,2015
99353,946.4,21,45.07,2015
99354,9129.75,517,17.66,2015
99362,49590.02,727,68.21,2015
99402,22.35,1,22.35,2015
99403,5790.76,222,26.08,2015
99501,11137.41,186,59.88,2015
99502,853.79,21,40.66,2015
99503,24887.0,359,69.32,2015
99504,4194.58,60,69.91,2015
99505,25.09,1,25.09,2015
99506,8126.03,167,48.66,2015
99507,13026.9,395,32.98,2015
99508,440710.58,5311,82.98,2015
99515,25738.02,125,205.9,2015
99516,309.57,5,61.91,2015
99517,344.07,8,43.01,2015
99518,484.79,8,60.6,2015
99519,5310.89,5,1062.18,2015
99520,2692.09,12,224.34,2015
99523,83.5,1,83.5,2015
99524,103.3,5,20.66,2015
99559,6082.92,28,217.25,2015
99567,90.38,1,90.38,2015
99576,101.99,2,51.0,2015
99577,38755.74,277,139.91,2015
99588,5.57,1,5.57,2015
99603,4116.71,64,64.32,2015
99611,3439.85,63,54.6,2015
99615,1587.87,40,39.7,2015
99645,21669.66,502,43.17,2015
99654,69617.62,1185,58.75,2015
99664,169.6,5,33.92,2015
99669,36559.39,227,161.05,2015
99672,47.79,3,15.93,2015
99685,45.12,4,11.28,2015
99686,206.26,7,29.47,2015
99692,38.48,1,38.48,2015
99699,40.18,2,20.09,2015
99701,42292.0,660,64.08,2015
99702,188.62,6,31.44,2015
99703,8802.88,81,108.68,2015
99705,74.39,5,14.88,2015
99707,83.44,5,16.69,2015
99709,4996.09,70,71.37,2015
99723,270.85,3,90.28,2015
99737,680.01,4,170.0,2015
99752,68.01,4,17.0,2015
99762,313.36,9,34.82,2015
99775,15.15,1,15.15,2015
99801,8910.47,229,38.91,2015
99835,1133.26,31,36.56,2015
99901,5051.49,65,77.72,2015
99926,25.81,2,12.9,2015
99999,11465.72,16,716.61,2015
NA,162309.22,447,363.11,2015
00000,16.44,1,16.44,2016
00001,115.95,6,19.32,2016
00008,29.05,1,29.05,2016
00009,67.56,1,67.56,2016
00064,8.56,1,8.56,2016
00096,272.25,5,54.45,2016
00211,12.33,1,12.33,2016
00239,91.36,1,91.36,2016
00272,15.08,1,15.08,2016
00294,22.0,1,22.0,2016
00324,14.7,1,14.7,2016
00517,105.14,1,105.14,2016
00601,3770.74,88,42.85,2016
00602,7647.95,218,35.08,2016
00603,29111.67,616,47.26,2016
00604,652.91,16,40.81,2016
00605,3457.45,54,64.03,2016
00610,4036.36,71,56.85,2016
00611,874.74,19,46.04,2016
00612,99936.45,1105,90.44,2016
00613,4265.0,83,51.39,2016
00614,3136.27,64,49.0,2016
00616,1096.25,25,43.85,2016
00617,6459.7,203,31.82,2016
00619,136.89,2,68.44,2016
00622,271.87,9,30.21,2016
00623,10201.36,286,35.67,2016
00624,1809.8,37,48.91,2016
00625,3838.08,9,426.45,2016
00627,3998.02,82,48.76,2016
00628,49.84,3,16.61,2016
00631,823.71,20,41.19,2016
00636,135.23,2,67.62,2016
00637,4769.08,82,58.16,2016
00638,3649.02,88,41.47,2016
00641,1814.74,50,36.29,2016
00646,28145.95,511,55.08,2016
00647,82.96,5,16.59,2016
00648,2539.71,194,13.09,2016
00650,141.63,4,35.41,2016
00651,11.6,1,11.6,2016
00652,247.3,4,61.82,2016
00653,503.52,12,41.96,2016
00656,1474.34,33,44.68,2016
00657,195.16,2,97.58,2016
00659,7804.32,161,48.47,2016
00660,4987.93,110,45.34,2016
00662,5123.62,157,32.63,2016
00664,239.61,5,47.92,2016
00667,4833.17,178,27.15,2016
00668,820.75,20,41.04,2016
00669,8166.8,78,104.7,2016
00670,527.48,13,40.58,2016
00674,112119.02,1292,86.78,2016
00676,4776.16,125,38.21,2016
00677,941.33,32,29.42,2016
00678,2009.06,62,32.4,2016
00680,220909.91,1784,123.83,2016
00681,5660.28,147,38.51,2016
00682,69894.57,401,174.3,2016
00683,42389.78,544,77.92,2016
00685,8785.11,200,43.93,2016
00687,3002.1,71,42.28,2016
00688,261.26,5,52.25,2016
00690,96.52,3,32.17,2016
00692,7991.05,189,42.28,2016
00693,8063.02,192,41.99,2016
00694,803.98,19,42.31,2016
00698,9826.45,153,64.23,2016
00703,4657.82,88,52.93,2016
00704,208.09,6,34.68,2016
00705,58850.48,344,171.08,2016
00707,150.02,3,50.01,2016
00709,94.01,1,94.01,2016
00713,99.94,1,99.94,2016
00714,1250.08,34,36.77,2016
00715,10776.12,40,269.4,2016
00716,305856.98,2220,137.77,2016
00717,485276.52,2216,218.99,2016
00718,1312.51,29,45.26,2016
00719,4852.74,81,59.91,2016
00720,808.03,21,38.48,2016
00721,64.11,3,21.37,2016
00723,1843.02,50,36.86,2016
00725,545125.97,3242,168.14,2016
00726,47791.81,577,82.83,2016
00727,14518.51,304,47.76,2016
00728,4734.24,115,41.17,2016
00729,12499.94,205,60.98,2016
00730,61806.77,233,265.27,2016
00731,29413.72,337,87.28,2016
00732,8647.02,103,83.95,2016
00733,41127.83,127,323.84,2016
00734,193.5,3,64.5,2016
00735,728.63,15,48.58,2016
00736,65718.32,526,124.94,2016
00737,9803.46,142,69.04,2016
00738,29192.95,575,50.77,2016
00739,11519.02,150,76.79,2016
00745,17746.47,276,64.3,2016
00751,3451.2,59,58.49,2016
00754,82254.6,224,367.21,2016
00757,5623.37,103,54.6,2016
00763,199.53,8,24.94,2016
00765,492.94,6,82.16,2016
00766,4344.61,85,51.11,2016
00767,51112.23,167,306.06,2016
00769,4027.89,114,35.33,2016
00771,41864.01,183,228.77,2016
00772,1493.2,29,51.49,2016
00773,2437.33,34,71.69,2016
00775,998.31,18,55.46,2016
00777,23969.25,225,106.53,2016
00778,13481.32,272,49.56,2016
00780,83346.32,391,213.16,2016
00782,946.46,21,45.07,2016
00783,8146.89,244,33.39,2016
00784,18670.05,248,75.28,2016
00785,8766.11,112,78.27,2016
00790,19.24,1,19.24,2016
00791,76509.86,865,88.45,2016
00792,8672.44,80,108.41,2016
00794,2079.1,58,35.85,2016
00795,12526.08,238,52.63,2016
00797,2397.68,44,54.49,2016
00800,13.38,1,13.38,2016
00802,3266.61,62,52.69,2016
00805,117.7,4,29.42,2016
00820,15884.74,138,115.11,2016
00821,77.23,2,38.62,2016
00823,232.37,5,46.47,2016
00840,42.35,2,21.18,2016
00850,90.33,6,15.06,2016
00853,50.0,1,50.0,2016
00861,22.86,2,11.43,2016
00901,71493.26,210,340.44,2016
00902,264.15,6,44.02,2016
00906,125.0,1,125.0,2016
00907,262407.46,1820,144.18,2016
00908,24373.1,71,343.28,2016
00909,399116.26,2020,197.58,2016
00910,66620.12,419,159.0,2016
00911,9429.49,92,102.49,2016
00912,143266.12,441,324.87,2016
00913,3623.21,101,35.87,2016
00914,428.96,8,53.62,2016
00915,7614.66,75,101.53,2016
00917,407987.25,2669,152.86,2016
00918,712262.48,4593,155.08,2016
00919,49152.29,527,93.27,2016
00920,10062.92,191,52.69,2016
00921,322724.65,2738,117.87,2016
00922,23505.38,252,93.28,2016
00923,156980.36,861,182.32,2016
00924,56002.19,348,160.93,2016
00925,34431.87,233,147.78,2016
00926,477218.4,2399,198.92,2016
00927,91492.25,808,113.23,2016
00928,4459.23,72,61.93,2016
00929,14233.03,154,92.42,2016
00931,267.89,11,24.35,2016
00935,71008.71,888,79.96,2016
00936,172742.71,1880,91.88,2016
00937,71.5,3,23.83,2016
00938,1775.5,5,355.1,2016
00939,99.64,2,49.82,2016
00940,2211.65,5,442.33,2016
00949,20712.89,389,53.25,2016
00950,498.57,10,49.86,2016
00951,507.42,9,56.38,2016
00952,653.96,13,50.3,2016
00953,8356.71,183,45.67,2016
00954,1891.94,29,65.24,2016
00956,92147.25,666,138.36,2016
00957,6000.17,155,38.71,2016
00958,665.14,25,26.61,2016
00959,89096.76,1429,62.35,2016
00960,45076.45,452,99.73,2016
00961,423215.33,3060,138.31,2016
00962,4725.18,64,73.83,2016
00963,338.7,15,22.58,2016
00965,943.38,19,49.65,2016
00966,57914.48,493,117.47,2016
00967,197.38,5,39.48,2016
00968,250792.08,898,279.28,2016
00969,299817.85,1226,244.55,2016
00970,11856.12,64,185.25,2016
00971,3844.13,55,69.89,2016
00973,366.7,7,52.39,2016
00976,11930.8,224,53.26,2016
00977,1634.5,26,62.87,2016
00978,641.83,29,22.13,2016
00979,12816.84,206,62.22,2016
00982,25367.65,185,137.12,2016
00983,24865.07,394,63.11,2016
00984,14502.58,128,113.3,2016
00985,39017.7,330,118.24,2016
00986,447.35,15,29.82,2016
00987,28886.36,294,98.25,2016
00988,1925.69,131,14.7,2016
01001,136493.29,85,1605.8,2016
01002,21250.87,212,100.24,2016
01003,970.71,15,64.71,2016
01005,89.32,3,29.77,2016
01007,1913.88,130,14.72,2016
01010,151.67,7,21.67,2016
01012,41.09,2,20.54,2016
01013,325.92,14,23.28,2016
01016,35.86,2,17.93,2016
01020,33371.01,402,83.01,2016
01025,12001.42,5,2400.28,2016
01027,2332.9,5,466.58,2016
01028,6979.75,417,16.74,2016
01030,3283.94,28,117.28,2016
01035,1557.78,70,22.25,2016
01036,85.09,5,17.02,2016
01039,20.48,1,20.48,2016
01040,87739.32,399,219.9,2016
01050,90.78,3,30.26,2016
01053,104486.85,21,4975.56,2016
01056,5614.97,330,17.02,2016
01057,250.0,2,125.0,2016
01060,26309.12,567,46.4,2016
01061,230.56,8,28.82,2016
01062,49861.62,412,121.02,2016
01069,4269.81,177,24.12,2016
01073,400.33,17,23.55,2016
01075,9166.41,47,195.03,2016
01077,2458.75,190,12.94,2016
01080,34.13,2,17.07,2016
01082,3604.21,108,33.37,2016
01085,65787.04,472,139.38,2016
01088,2179.43,28,77.84,2016
01089,13490.44,597,22.6,2016
01095,11467.3,54,212.36,2016
01096,14.53,1,14.53,2016
01098,33.98,2,16.99,2016
01102,17.72,1,17.72,2016
01103,11516.27,519,22.19,2016
01104,75416.79,2750,27.42,2016
01105,166862.02,272,613.46,2016
01106,16267.33,163,99.8,2016
01107,1286356.48,2414,532.87,2016
01108,2807.71,85,33.03,2016
01109,1070.75,43,24.9,2016
01116,192.0,1,192.0,2016
01118,119774.47,252,475.3,2016
01119,1131.29,10,113.13,2016
01128,205.86,6,34.31,2016
01129,952.8,37,25.75,2016
01144,153.44,2,76.72,2016
01151,6015.17,400,15.04,2016
01170,55.51,3,18.5,2016
01179,14765.05,18,820.28,2016
01199,480625.64,1329,361.64,2016
01201,61166.94,1757,34.81,2016
01202,124.86,2,62.43,2016
01215,27.45,1,27.45,2016
01220,30.92,2,15.46,2016
01226,1300.47,85,15.3,2016
01230,45618.08,167,273.16,2016
01237,369.18,6,61.53,2016
01238,3418.85,260,13.15,2016
01240,538.42,16,33.65,2016
01247,6053.82,83,72.94,2016
01254,88.61,5,17.72,2016
01257,102.14,1,102.14,2016
01262,386.57,3,128.86,2016
01267,978.79,24,40.78,2016
01270,187.5,1,187.5,2016
01301,14941.63,335,44.6,2016
01302,43.59,3,14.53,2016
01331,75626.3,660,114.59,2016
01337,10.0,1,10.0,2016
01351,117.27,1,117.27,2016
01364,48882.9,234,208.9,2016
01370,102.17,3,34.06,2016
01373,418.07,5,83.61,2016
01376,802.58,26,30.87,2016
01420,6956.9,186,37.4,2016
01422,1000.0,1,1000.0,2016
01430,41.08,2,20.54,2016
01431,228.8,29,7.89,2016
01432,4475.87,161,27.8,2016
01434,52.21,3,17.4,2016
01436,16.75,1,16.75,2016
01440,245347.2,1197,204.97,2016
01450,412391.85,803,513.56,2016
01451,5077.91,359,14.14,2016
01453,49650.15,1098,45.22,2016
01460,361.37,14,25.81,2016
01462,741.46,18,41.19,2016
01463,272.02,6,45.34,2016
01468,1869.82,93,20.11,2016
01469,60.23,1,60.23,2016
01473,2002.91,44,45.52,2016
01475,288.92,30,9.63,2016
01501,57604.25,847,68.01,2016
01503,82.4,4,20.6,2016
01504,85.73,3,28.58,2016
01505,3594.9,6,599.15,2016
01507,4477.2,291,15.39,2016
01510,611.33,23,26.58,2016
01516,26.33,2,13.16,2016
01519,488.23,23,21.23,2016
01520,6540.43,322,20.31,2016
01522,14.05,1,14.05,2016
01523,8698.45,322,27.01,2016
01524,162.92,3,54.31,2016
01527,262.94,5,52.59,2016
01532,16137.51,358,45.08,2016
01534,610.43,22,27.75,2016
01536,482.41,8,60.3,2016
01540,211.58,4,52.9,2016
01541,253.38,3,84.46,2016
01542,36.86,2,18.43,2016
01543,82.7,5,16.54,2016
01545,13529.19,206,65.68,2016
01550,81820.62,539,151.8,2016
01560,21.1,1,21.1,2016
01562,3618.95,21,172.33,2016
01564,112.38,6,18.73,2016
01566,13343.79,146,91.4,2016
01568,2565.23,34,75.45,2016
01569,330.73,9,36.75,2016
01570,8036.17,509,15.79,2016
01571,150.0,2,75.0,2016
01580,18.5,1,18.5,2016
01581,77107.21,330,233.66,2016
01583,1533.06,39,39.31,2016
01585,384.96,6,64.16,2016
01588,546.11,15,36.41,2016
01590,352.4,4,88.1,2016
01601,21.66,1,21.66,2016
01602,23719.53,105,225.9,2016
01603,2901.07,35,82.89,2016
01604,34892.17,916,38.09,2016
01605,832554.7,3592,231.78,2016
01606,1083.55,26,41.68,2016
01607,126.39,3,42.13,2016
01608,272325.01,4685,58.13,2016
01609,123411.2,478,258.18,2016
01610,9441.55,152,62.12,2016
01612,375.38,18,20.85,2016
01613,41.74,2,20.87,2016
01655,2807779.48,2248,1249.01,2016
01656,1384.38,3,461.46,2016
01701,34647.08,642,53.97,2016
01702,170996.11,2110,81.04,2016
01708,363.8,4,90.95,2016
01719,93.48,5,18.7,2016
01720,22920.44,463,49.5,2016
01721,2023.26,11,183.93,2016
01730,3193.25,41,77.88,2016
01731,439.33,15,29.29,2016
01740,131.78,9,14.64,2016
01741,220197.71,5,44039.54,2016
01742,177818.9,983,180.89,2016
01745,35.34,2,17.67,2016
01746,2212.94,104,21.28,2016
01747,60752.8,495,122.73,2016
01748,1349.43,52,25.95,2016
01749,19330.12,68,284.27,2016
01752,27722.17,693,40.0,2016
01754,104.93,5,20.99,2016
01756,185.77,3,61.92,2016
01757,99405.14,863,115.19,2016
01760,199747.86,944,211.6,2016
01770,195474.43,8,24434.3,2016
01772,63250.95,184,343.76,2016
01773,1156.76,16,72.3,2016
01775,182.03,5,36.41,2016
01776,7987.18,123,64.94,2016
01778,70923.64,116,611.41,2016
01801,62333.27,897,69.49,2016
01803,82369.67,327,251.9,2016
01805,1778059.25,1934,919.37,2016
01810,48526.1,299,162.29,2016
01821,2277.75,41,55.55,2016
01824,74835.87,764,97.95,2016
01826,7057.7,237,29.78,2016
01830,25239.38,781,32.32,2016
01832,669.64,34,19.7,2016
01833,135.04,2,67.52,2016
01834,2010.03,11,182.73,2016
01835,352.6,24,14.69,2016
01840,7883.05,201,39.22,2016
01841,64249.19,827,77.69,2016
01842,137.41,3,45.8,2016
01843,21132.59,781,27.06,2016
01844,85406.72,926,92.23,2016
01845,370917.09,1765,210.15,2016
01850,134.27,6,22.38,2016
